phase,user_id,post_id,successful,created_time,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_9999
3,5,106559059416913_910763462329798,1,"2019-07-01 10:41:31",0,0,1,0,1,0,0,0,0,0,0
3,4,106559059416913_911323665607111,1,"2019-07-04 14:35:06",0,0,0,0,0,0,0,0,1,0,0
3,3,106559059416913_913904788682332,1,"2019-07-07 12:41:40",0,0,0,0,0,0,0,0,1,1,0
3,5,106559059416913_914453475294130,0,"2019-06-25 16:44:10",0,0,1,0,0,0,0,0,1,0,0
3,3,106559059416913_916086851797459,1,"2019-07-07 13:49:44",0,0,0,0,1,0,0,0,0,0,0
3,3,106559059416913_916094195130058,0,"2019-07-04 18:05:25",0,0,0,0,0,1,0,0,1,0,0
3,3,106559059416913_916149601791184,1,"2019-06-19 17:41:51",0,0,1,0,0,0,0,0,1,0,0
3,4,106559059416913_916168238455987,0,"2019-06-25 14:44:38",0,0,0,0,1,0,0,0,0,0,0
3,4,106559059416913_916188858453925,0,"2019-07-05 10:16:25",0,0,0,0,0,1,0,0,1,0,0
3,3,106559059416913_919855474753930,1,"2019-06-27 18:18:35",0,0,1,0,0,0,0,0,1,0,0
3,5,106559059416913_920775641328580,1,"2019-07-07 10:40:23",0,0,0,0,1,0,0,0,1,0,0
3,3,106559059416913_920777597995051,0,"2019-07-07 20:03:59",0,0,0,0,1,0,0,0,0,0,0
3,3,106559059416913_921260484613429,0,"2019-07-07 10:28:09",0,0,1,0,0,0,0,0,1,0,0
3,3,106559059416913_921317584607719,0,"2019-07-07 13:48:20",0,0,1,0,0,0,0,0,1,0,0
3,4,106559059416913_924345937638217,1,"2019-07-05 10:20:30",0,0,1,0,0,0,0,0,1,0,0
3,5,106559059416913_924357124303765,0,"2019-07-01 10:36:36",0,0,0,0,1,0,0,0,0,0,0
3,5,106559059416913_924395577633253,1,"2019-07-04 15:23:58",0,0,1,0,1,0,0,0,1,0,0
3,4,106559059416913_928113130594831,1,"2019-06-17 11:03:08",0,1,1,0,1,0,0,0,0,0,0
3,3,106559059416913_930506950355449,1,"2019-07-07 21:06:44",0,0,1,0,0,0,0,0,1,0,0
3,3,106559059416913_930593850346759,1,"2019-07-07 10:30:54",0,0,0,0,1,0,0,0,1,0,0
3,4,106559059416913_933888683350609,0,"2019-06-18 17:56:35",0,0,0,0,0,1,0,0,0,0,0
3,1,106559059416913_934843306588480,1,"2019-07-05 13:06:02",0,0,1,0,0,0,0,0,1,0,0
3,5,106559059416913_939370309469113,1,"2019-07-06 15:25:51",0,0,0,0,1,0,0,0,1,0,0
3,3,106559059416913_943136402425837,1,"2019-06-25 17:49:30",0,0,1,0,0,0,0,0,1,0,0
3,1,106559059416913_944274558978688,1,"2019-07-05 13:47:53",0,0,0,0,1,0,0,0,1,0,0
3,4,106559059416913_944983998907744,0,"2019-06-24 11:29:54",0,0,1,0,0,0,0,0,0,0,0
3,4,106559059416913_945844615488349,1,"2019-07-06 10:36:22",0,0,1,0,1,0,0,0,1,0,0
3,3,106559059416913_946889115383899,1,"2019-07-07 18:27:44",0,0,1,0,0,0,0,0,1,0,0
3,5,106559059416913_948757705197040,1,"2019-07-07 12:04:57",0,0,1,0,0,0,0,0,1,0,0
3,5,106559059416913_951563628249781,1,"2019-07-02 15:48:38",0,0,1,0,0,0,0,0,0,0,0
3,3,106559059416913_951569538249190,1,"2019-07-07 19:53:31",0,0,1,0,0,0,0,0,1,0,0
3,1,106559059416913_952086624864148,1,"2019-06-14 16:38:26",0,0,1,0,1,0,0,0,1,0,0
3,1,106559059416913_954289867977157,0,"2019-06-26 14:35:43",0,0,1,0,0,0,0,0,1,0,0
3,3,106559059416913_955896674483143,1,"2019-07-07 13:44:00",0,0,0,0,0,0,0,1,0,0,0
3,4,106559059416913_955903717815772,1,"2019-06-21 16:00:31",0,0,1,0,0,0,0,0,0,0,0
3,1,106559059416913_958190200920457,1,"2019-07-05 12:23:09",0,0,1,0,1,0,0,0,1,0,0
3,4,106559059416913_958866650852812,0,"2019-07-04 13:26:33",0,0,0,0,0,0,0,0,0,0,1
3,3,106559059416913_959524867453657,1,"2019-07-03 17:55:16",0,0,0,0,0,0,0,0,0,0,1
3,5,106559059416913_960310660708411,1,"2019-06-27 14:59:33",0,0,0,0,1,0,0,0,1,0,0
3,3,106559059416913_962989813773829,1,"2019-07-07 13:57:27",0,0,1,0,0,0,0,0,1,0,0
3,4,106559059416913_962993887106755,1,"2019-07-01 14:07:38",0,0,1,0,0,0,0,0,0,0,0
3,4,106559059416913_964022073670603,1,"2019-07-04 13:37:22",0,0,0,0,0,0,0,0,1,0,0
3,3,106559059416913_966537970085680,0,"2019-07-04 17:48:25",0,0,0,0,0,0,0,0,0,0,1
3,4,106559059416913_968120893260721,0,"2019-07-05 12:12:56",0,0,0,0,1,0,0,0,0,0,0
3,1,106559059416913_970367619702715,1,"2019-06-25 17:35:17",0,0,0,0,1,0,0,0,0,0,0
3,4,106559059416913_971059699633507,1,"2019-07-05 10:12:45",0,0,1,1,0,0,0,0,0,0,0
3,3,106559059416913_975183165887827,1,"2019-07-07 15:56:52",0,0,0,0,0,0,0,0,1,0,0
3,5,106559059416913_976235869115890,1,"2019-06-25 11:52:20",0,0,0,0,0,0,0,1,0,0,0
3,3,106559059416913_980994491973361,1,"2019-06-19 17:20:30",0,0,0,0,1,0,0,0,0,0,0
3,3,106559059416913_983309071741903,1,"2019-07-07 18:28:43",0,0,0,0,0,1,0,0,1,0,0
3,4,106559059416913_983879831684827,1,"2019-07-05 10:53:25",0,0,0,0,1,1,0,0,1,0,0
3,5,106559059416913_989676801105130,0,"2019-07-07 08:34:28",0,0,0,0,0,1,0,0,0,0,0
3,4,106559059416913_990936207645856,0,"2019-07-06 10:21:26",0,0,0,0,1,0,0,0,1,0,0
3,1,123494547666976_1003165926366496,0,"2019-06-26 14:00:50",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1011944512155304,0,"2019-06-24 18:15:10",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1016312851718470,1,"2019-07-02 15:50:19",0,0,0,0,1,0,0,0,0,0,0
3,4,123494547666976_1018565091493246,0,"2019-07-05 11:32:06",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1019948261354929,0,"2019-07-07 16:00:11",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1022272937789128,0,"2019-07-05 12:55:44",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1023317301018025,0,"2019-07-07 20:14:05",1,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1025070284176060,0,"2019-06-25 14:45:04",1,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1029355360414219,0,"2019-07-05 11:55:05",0,0,0,0,1,0,0,0,0,0,0
3,3,123494547666976_1032030996813322,0,"2019-07-07 13:44:39",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1033402873342801,0,"2019-06-25 18:05:08",0,1,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1033418680007887,1,"2019-07-05 09:21:03",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1037572539592501,0,"2019-06-27 18:26:21",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1039201206096301,0,"2019-07-07 13:54:54",0,0,1,0,1,0,0,0,0,0,0
3,5,123494547666976_1041952809154474,1,"2019-07-03 15:45:46",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1046210808728674,0,"2019-07-03 18:16:26",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1047641611918927,0,"2019-06-27 17:23:53",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1049481101734978,0,"2019-07-05 12:10:01",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1050738968275858,0,"2019-07-04 12:09:46",0,0,0,1,0,0,0,0,1,0,0
3,4,123494547666976_1050761021606986,1,"2019-07-05 09:58:05",0,0,0,1,0,0,0,0,1,0,0
3,5,123494547666976_1051415884874833,1,"2019-06-25 09:49:29",0,0,1,0,1,0,0,0,0,0,0
3,4,123494547666976_1052326534783768,0,"2019-07-05 10:39:18",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1052855468064208,0,"2019-07-02 17:24:41",1,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1054996761183412,0,"2019-07-07 21:05:55",0,0,1,0,1,0,0,0,0,0,0
3,5,123494547666976_1057306990952389,1,"2019-06-25 17:51:22",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1059067197443035,1,"2019-07-04 16:44:48",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1061426127207142,0,"2019-06-26 14:51:07",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1063283570354731,0,"2019-06-26 14:52:12",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1065557496794005,0,"2019-06-24 18:13:25",1,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1067059723310449,1,"2019-07-03 14:47:39",0,0,0,0,1,1,0,0,0,0,0
3,4,123494547666976_1067114323304989,0,"2019-07-05 11:21:14",0,1,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1067117759971312,0,"2019-07-04 15:39:51",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1067162903300131,1,"2019-07-03 18:11:24",0,0,1,0,1,0,0,0,1,0,0
3,5,123494547666976_1069013339781754,0,"2019-07-04 15:18:13",0,0,0,0,1,0,0,0,0,0,0
3,4,123494547666976_1070758352940586,0,"2019-07-05 10:43:10",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1071937239489364,0,"2019-06-25 17:21:35",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1074308605918894,0,"2019-07-06 15:58:44",0,0,0,0,0,0,1,0,0,0,0
3,4,123494547666976_1076155922400829,0,"2019-07-05 11:41:30",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_108259569226192,0,"2019-07-07 14:02:47",0,0,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1087316071284814,0,"2019-07-05 12:45:14",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1096232877059800,1,"2019-07-05 12:01:22",0,0,1,0,0,1,0,0,0,0,0
3,1,123494547666976_1096233557059732,0,"2019-06-28 15:59:00",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1096234483726306,0,"2019-06-14 16:41:33",0,0,1,0,1,0,0,0,1,0,0
3,3,123494547666976_1096598270356594,0,"2019-07-03 17:56:04",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1107325672617187,0,"2019-06-19 17:26:35",0,0,0,0,0,0,0,0,0,0,1
3,3,123494547666976_1107325685950519,0,"2019-07-04 18:01:09",0,0,0,0,0,0,0,0,0,0,1
3,5,123494547666976_1107325769283844,0,"2019-07-07 10:58:19",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1107333902616364,0,"2019-07-06 15:59:36",0,0,1,0,0,1,0,0,1,0,0
3,3,123494547666976_1115145301835224,0,"2019-07-07 21:03:19",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1115150961834658,0,"2019-06-24 18:00:11",1,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1115155305167557,0,"2019-07-07 13:37:52",1,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1115157305167357,0,"2019-07-03 18:11:42",0,0,1,0,0,0,0,0,0,0,0
3,1,123494547666976_1115631981786556,0,"2019-07-02 17:15:57",0,0,0,0,1,0,0,0,1,0,0
3,5,123494547666976_1115633438453077,0,"2019-07-07 11:48:23",0,0,0,0,1,0,0,0,0,0,0
3,1,123494547666976_1136837402999347,0,"2019-07-04 16:44:27",1,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1136857362997351,0,"2019-07-05 10:07:31",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1136905129659241,0,"2019-06-17 11:36:57",0,0,0,0,1,0,0,0,1,0,0
3,3,123494547666976_1136913052991782,0,"2019-06-19 17:44:59",0,0,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1137411506275270,1,"2019-07-05 11:04:40",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1143440159005738,0,"2019-07-07 20:01:20",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1143465602336527,1,"2019-07-04 15:23:10",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1153568324659588,1,"2019-06-27 17:48:49",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1153572634659157,0,"2019-07-07 13:41:46",1,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1153574231325664,1,"2019-07-04 17:49:01",0,0,0,0,1,0,0,0,1,0,0
3,5,123494547666976_1153574961325591,0,"2019-07-07 12:44:59",0,0,0,0,1,0,0,0,1,0,0
3,3,123494547666976_1153577217992032,0,"2019-07-03 18:08:12",1,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1153580251325062,0,"2019-07-05 09:51:49",0,0,1,0,0,0,0,0,0,0,0
3,4,123494547666976_1153602054656215,1,"2019-07-05 10:25:24",0,0,1,0,0,0,0,0,0,0,0
3,3,123494547666976_1154269504589470,1,"2019-07-07 15:54:55",0,0,0,0,0,0,0,1,0,0,0
3,4,123494547666976_1172695039413583,0,"2019-07-06 10:27:45",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1172815526068201,0,"2019-07-03 18:03:41",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1172825556067198,0,"2019-07-07 11:43:15",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1172826276067126,0,"2019-06-25 17:47:35",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1177654432250977,0,"2019-07-05 12:51:50",0,0,1,0,0,0,0,0,0,0,0
3,3,123494547666976_1179625665387187,1,"2019-07-07 21:15:35",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1193126380703782,0,"2019-07-05 13:37:05",0,1,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1193142417368845,0,"2019-07-06 10:20:42",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1198672140149206,0,"2019-07-05 10:36:36",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1198682573481496,0,"2019-06-27 18:10:21",0,0,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1198701096812977,0,"2019-07-04 15:22:03",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1198715996811487,0,"2019-07-04 15:29:53",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1198735173476236,0,"2019-07-04 17:46:10",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_120268931378353,0,"2019-07-02 17:19:47",0,0,0,1,0,0,0,0,1,0,0
3,3,123494547666976_1218093738207046,0,"2019-07-03 18:12:18",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1223442021005551,1,"2019-07-04 14:54:39",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1223446061005147,0,"2019-07-05 09:51:40",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1223447394338347,1,"2019-07-03 18:10:56",0,0,0,0,0,1,0,0,0,0,0
3,3,123494547666976_1236312059718547,0,"2019-06-27 18:28:32",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1243580675658352,1,"2019-07-02 17:39:26",0,0,0,0,1,0,0,0,0,0,0
3,1,123494547666976_1243601972322889,0,"2019-07-05 13:40:19",0,0,1,0,0,0,0,0,1,1,0
3,3,123494547666976_1244171225599297,0,"2019-07-07 18:16:12",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1248523515164068,0,"2019-07-02 17:41:40",1,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1268800229803063,0,"2019-06-27 18:21:41",1,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1268811573135262,0,"2019-06-26 15:43:58",1,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1276430449040041,1,"2019-06-25 17:45:30",0,0,0,1,0,0,0,0,1,0,0
3,3,123494547666976_1298945090121910,0,"2019-07-04 18:05:53",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1314590068557412,0,"2019-07-07 08:39:08",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1317972078219211,0,"2019-07-04 18:08:54",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1331762426840176,0,"2019-07-05 12:59:16",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1332446040105148,0,"2019-06-26 16:08:55",0,0,0,1,0,0,0,0,1,1,0
3,1,123494547666976_1332454936770925,0,"2019-06-24 17:51:31",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1334568566559562,0,"2019-07-03 18:10:19",0,0,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1334606413222444,0,"2019-06-25 14:33:48",1,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1336795906336828,0,"2019-07-07 10:58:11",0,0,1,0,0,1,0,0,1,0,0
3,3,123494547666976_1336846762998409,0,"2019-07-07 15:53:39",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1337379449611807,0,"2019-07-05 09:22:03",0,1,1,0,0,0,0,0,0,0,0
3,3,123494547666976_134160256646282,0,"2019-07-07 20:07:54",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1347470791936006,0,"2019-06-19 17:14:57",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1352712121411873,1,"2019-06-25 17:44:14",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1355134034503015,0,"2019-07-07 20:59:10",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1355650754451343,0,"2019-06-27 18:24:42",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1356387771044308,0,"2019-06-24 18:04:36",0,0,0,0,0,0,0,0,0,0,1
3,5,123494547666976_1357384054278013,0,"2019-07-01 10:53:53",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1358136070869478,0,"2019-07-04 17:05:01",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1362774120405673,1,"2019-07-03 18:12:55",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1364811663535252,0,"2019-07-05 12:42:57",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1368647699818315,0,"2019-07-04 14:14:35",0,0,0,0,0,1,0,0,0,0,0
3,4,123494547666976_1370135759669509,0,"2019-07-04 13:52:58",0,0,0,0,0,1,0,1,0,0,0
3,5,123494547666976_1370147429668342,1,"2019-07-04 10:23:22",0,0,1,0,0,0,0,0,0,0,0
3,3,123494547666976_1370148359668249,0,"2019-07-03 18:23:57",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1381506175199134,0,"2019-06-26 15:57:12",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1385914424758309,0,"2019-06-27 18:19:21",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1388427844506967,0,"2019-06-25 17:44:10",0,0,1,0,0,1,0,0,0,0,0
3,1,123494547666976_1391710907511994,0,"2019-06-26 15:34:54",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1395044347178650,0,"2019-07-03 15:46:52",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1395765237106561,0,"2019-07-05 09:39:41",0,0,1,0,0,0,0,0,0,0,0
3,1,123494547666976_1396611440355274,0,"2019-06-26 15:58:24",0,0,0,1,0,0,0,0,0,0,0
3,3,123494547666976_1399676533382098,0,"2019-06-19 17:33:08",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1402102383139513,0,"2019-07-05 12:01:31",0,0,0,0,0,1,0,1,0,0,0
3,1,123494547666976_140594785956952,0,"2019-06-19 17:43:16",0,0,0,1,0,0,0,0,0,0,0
3,4,123494547666976_1406932822656469,0,"2019-06-24 11:44:44",0,0,0,0,1,0,0,0,0,0,0
3,3,123494547666976_1407760785907006,0,"2019-07-04 18:04:02",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1415154075167677,0,"2019-07-07 13:55:21",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1424058484277236,0,"2019-07-06 15:23:02",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_143861928963571,0,"2019-06-26 15:34:03",1,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1471048392911578,0,"2019-06-25 18:09:47",0,0,0,0,0,1,0,0,1,0,0
3,3,123494547666976_1477524068930677,0,"2019-07-04 17:56:14",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1479586708724413,0,"2019-07-03 18:04:54",0,0,0,0,0,0,0,0,0,0,1
3,1,123494547666976_1479601892056228,0,"2019-07-05 14:12:49",0,0,0,0,1,0,0,0,1,0,0
3,5,123494547666976_1502859449730472,1,"2019-07-05 09:36:32",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1503991499617267,0,"2019-06-25 18:05:02",0,0,1,0,0,0,0,0,1,0,0
3,3,123494547666976_1504227739593643,0,"2019-06-25 18:00:29",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1504289462920804,0,"2019-07-07 15:53:55",0,0,0,0,0,0,1,0,0,0,0
3,3,123494547666976_1535756879774062,0,"2019-07-07 20:28:47",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1566841189998964,0,"2019-07-03 15:29:07",0,0,1,0,0,0,0,0,0,0,0
3,1,123494547666976_1566845366665213,0,"2019-06-27 18:10:42",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1568987543117662,0,"2019-07-03 15:18:55",0,0,1,0,1,0,0,0,1,0,0
3,4,123494547666976_1570904642925952,0,"2019-07-05 09:32:02",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1571940059489077,0,"2019-07-04 22:59:51",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1575452029137880,0,"2019-07-07 12:37:47",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1576995608983522,0,"2019-07-07 10:25:52",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1579507925398957,0,"2019-07-05 13:05:09",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1582005475149202,0,"2019-06-25 18:04:01",0,0,1,0,1,0,0,0,1,0,0
3,3,123494547666976_1597277410288675,0,"2019-06-19 17:25:30",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1598246333525116,0,"2019-07-05 09:43:25",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1601262113223538,1,"2019-07-07 12:38:47",0,0,0,0,1,0,0,0,1,0,0
3,4,123494547666976_1602326816450401,0,"2019-07-04 16:33:05",0,0,1,0,0,0,0,0,0,0,0
3,1,123494547666976_1602905796392503,0,"2019-06-26 15:25:47",1,1,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1603652396317843,0,"2019-07-03 18:23:32",0,0,0,0,0,0,0,0,0,0,1
3,4,123494547666976_1605819122767837,0,"2019-07-05 12:04:40",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1611910542158695,0,"2019-07-06 14:59:31",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1615399951809754,0,"2019-07-07 08:47:18",0,0,1,0,0,1,0,0,1,0,0
3,4,123494547666976_1621633624519720,0,"2019-07-01 14:15:37",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1626176647398751,1,"2019-06-24 18:10:49",0,0,1,0,0,0,0,0,1,0,0
3,1,123494547666976_1631356230214126,0,"2019-06-27 18:11:52",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1635942813088801,0,"2019-07-05 12:19:42",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1638670882815994,0,"2019-07-04 16:02:29",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1642893835727032,0,"2019-07-05 13:54:22",1,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1645132648836484,0,"2019-07-04 14:09:36",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1648815011801581,0,"2019-07-07 12:35:45",0,0,0,0,0,0,0,0,1,1,0
3,3,123494547666976_1652536954762720,0,"2019-06-24 17:52:59",0,0,0,0,1,0,0,0,1,0,0
3,3,123494547666976_1653634044653011,0,"2019-07-07 21:10:29",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1658905550792527,0,"2019-07-02 15:50:43",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1661542957195453,1,"2019-07-03 15:43:44",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1664666320216450,0,"2019-06-19 17:22:41",0,0,0,0,1,0,0,0,1,0,0
3,3,123494547666976_1668253473191068,0,"2019-07-07 21:10:10",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1669592396390509,0,"2019-06-17 12:26:06",0,0,1,0,1,0,0,0,0,0,0
3,3,123494547666976_1670067543009661,0,"2019-06-27 18:12:26",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1674564995893249,0,"2019-06-17 11:21:27",0,0,0,0,0,0,1,0,0,0,0
3,3,123494547666976_1675621085787640,0,"2019-07-07 21:05:30",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1679701685379580,1,"2019-07-04 14:11:44",0,0,1,0,0,0,0,0,0,0,0
3,4,123494547666976_1681730358510046,0,"2019-07-06 10:31:13",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1683021221714293,0,"2019-07-05 11:54:54",0,0,1,0,0,0,0,0,0,0,0
3,4,123494547666976_1685601484789600,0,"2019-07-05 10:42:09",0,0,0,0,0,0,0,0,1,0,0
3,5,123494547666976_1686907917992290,0,"2019-07-07 13:34:18",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1691322367550845,0,"2019-06-17 11:06:52",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1694315300584885,0,"2019-07-07 21:10:18",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1696568343692914,0,"2019-07-04 11:57:31",0,0,0,0,1,0,0,0,0,0,0
3,1,123494547666976_1697547026928379,0,"2019-06-19 17:24:05",0,0,1,0,1,0,0,0,1,0,0
3,3,123494547666976_1699819890034426,0,"2019-06-14 15:57:04",0,0,1,0,1,0,0,0,1,0,0
3,3,123494547666976_1703029939713421,0,"2019-07-07 12:36:29",0,0,1,0,0,0,0,0,1,0,0
3,4,123494547666976_1706945565988525,0,"2019-07-04 14:50:36",0,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1706947125988369,0,"2019-07-01 14:22:01",0,0,1,0,0,0,0,0,0,0,0
3,4,123494547666976_1707989889217426,0,"2019-07-01 14:22:25",0,0,0,0,0,0,0,0,1,0,0
3,1,123494547666976_1713214568694958,0,"2019-07-04 17:02:12",0,1,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1713586958657719,0,"2019-07-07 19:56:27",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1717367604946321,1,"2019-07-07 13:52:46",0,0,1,0,0,0,0,0,1,0,0
3,5,123494547666976_1722285117787903,0,"2019-07-07 10:29:02",0,0,0,0,0,0,0,0,1,0,0
3,3,123494547666976_1727977027218712,0,"2019-06-27 18:25:48",0,0,0,0,0,0,0,0,0,0,1
3,4,123494547666976_1733553803327701,0,"2019-06-21 16:11:50",1,0,0,0,0,0,0,0,1,0,0
3,4,123494547666976_1738587739490974,0,"2019-07-05 10:48:23",0,0,1,0,0,0,0,0,0,0,0
